genera	gene_id
Bilophila	ABCB11
Gemella	SLC1A3
Selenomonas	ABCB11
Solobacterium	SGK3
Eggerthella	GAPDHS
Blautia	SHMT2
Anaerofustis	HADH
Sutterella	HDAC6
Anaerostipes	SLC1A1
Klebsiella	NME1
Turicibacter	TOP2A
Treponema	CDK15
Turicibacter	HSP90AB1
Eggerthella	CASK
Bifidobacterium	MINK1
Clostridium	GSK3A
Solobacterium	IMPDH1
Peptoniphilus	TLK2
Lactobacillus	PRKD1
Lactococcus	RIPK4
Eubacterium	KARS
Odoribacter	POLR2A
Oxalobacter	AKR1C4
Atopobium	MPG
Lactobacillus	SNRK
Granulicatella	EPHB1
Peptoniphilus	PCCA
Klebsiella	ALDH4A1
Weissella	RIPK4
Veillonella	MATK
Megasphaera	SDHA
Coprobacillus	PCSK2
Megasphaera	MAPK3
Eubacterium	COMT
Veillonella	EPHB3
Dorea	KYAT1
Citrobacter	ABCA1
Helicobacter	SPTLC2
Desulfovibrio	ARG1
Haemophilus	LDHAL6A
Oxalobacter	ACSS2
Coprococcus	TPI1
Clostridium	LDHA
Delftia	ACADSB
Salmonella	NDUFAB1
Eggerthella	DCLK2
Odoribacter	NDUFS3
Pyramidobacter	ACSL4
Proteus	NSDHL
Coprobacillus	FARS2
Proteus	EHHADH
Acidaminococcus	STK39
Mitsuokella	DARS
Sutterella	WARS2
Peptostreptococcus	RDH12
Faecalibacterium	CSK
Gemella	ALDH1A1
Oxalobacter	SDSL
Comamonas	IMPDH2
Clostridium	SRC
Clostridium	SLC1A3
Succinatimonas	ECHS1
Roseburia	MAP4K5
Roseburia	DHODH
Ruminococcus	CAMK1
Enterococcus	GPX7
Eggerthella	SDHA
Escherichia	HSD17B8
Dialister	FTH1
Haemophilus	HSD11B2
Aeromonas	ALDH5A1
Roseburia	AKR1D1
Bacteroides	AKR1C3
Megasphaera	PRKD1
Fusobacterium	MAT1A
Mitsuokella	TOP2A
Alistipes	SARS
Anaerofustis	TSSK1B
Megasphaera	SNRK
Akkermansia	GMPS
Enterococcus	PPIA
Streptococcus	HSD17B4
Dorea	PRKCA
Coprobacillus	OAT
Campylobacter	GLUD1
Methanosphaera	FARSB
Fusobacterium	SLC1A1
Phascolarctobacterium	DYRK1A
Peptoniphilus	CHUK
Dorea	PRKACB
Gemella	FGFR4
Roseburia	EPHB2
Ruminococcus	SLC6A8
Eggerthella	MARK3
Phascolarctobacterium	DYRK1B
Eubacterium	ACAA2
Solobacterium	ME2
Solobacterium	FAAH
Peptostreptococcus	ROCK2
Clostridium	ALDH1A1
Sutterella	HIBCH
Parabacteroides	MAPK1
Eggerthella	SNRK
Haemophilus	GPD1
Enterococcus	AKR1C3
Blautia	TTK
Prevotella	STK36
Eubacterium	FLT4
Lactococcus	ICK
Streptococcus	DHRS3
Granulicatella	HSD17B2
Desulfovibrio	FARS2
Akkermansia	LCK
Peptostreptococcus	PC
Prevotella	MT-ND5
Veillonella	KARS
Collinsella	IMPDH2
Phascolarctobacterium	PLK4
Streptococcus	PLK4
Capnocytophaga	KCNG1
Akkermansia	PRKAA2
Campylobacter	LDHAL6A
Coprobacillus	SDS
Veillonella	CSNK2A1
Holdemania	CDKL1
Odoribacter	ALAS1
Victivallis	STK3
Anaerotruncus	PAK5
Anaerofustis	PRKCZ
Dorea	NEK3
Holdemania	CFTR
Comamonas	FBP1
Peptoniphilus	HSD17B3
Prevotella	SLC13A3
Peptoniphilus	HSD17B10
Coprobacillus	MTHFR
Prevotella	HPRT1
Akkermansia	TAOK1
Phascolarctobacterium	SLC6A1
Streptococcus	SLC6A1
Aggregatibacter	SLC5A1
Methanobrevibacter	SIRT5
Selenomonas	HCK
Pseudoflavonifractor	EPHA2
Anaerostipes	PIM1
Clostridium	FGFR4
Coprobacillus	MYLK2
Dialister	DAPK1
Desulfovibrio	OAT
Phascolarctobacterium	PRKACA
Streptococcus	PRKACA
Campylobacter	HSD11B2
Holdemania	STK33
Anaerostipes	DARS2
Dorea	DAPK3
Eubacterium	AKR1B10
Dialister	PRDX1
Lactobacillus	PAK5
Granulicatella	MAP4K3
Peptostreptococcus	TNIK
Anaerococcus	RRM2
Enterobacter	ATP1A3
Peptoniphilus	CAMKK1
Slackia	SLC1A5
Capnocytophaga	KCNQ3
Veillonella	MAPK7
Veillonella	SLC7A1
Coprococcus	ACSL3
Pseudoflavonifractor	PRKAA1
Veillonella	NEK9
Ruminococcus	MAP3K2
Porphyromonas	SERPINC1
Leuconostoc	MARK4
Acidaminococcus	AURKC
Faecalibacterium	SLC1A1
Eubacterium	LDHC
Oscillibacter	CTH
Bifidobacterium	DAPK1
Butyrivibrio	ABCB1
Anaerostipes	RDH8
Anaerofustis	TPI1
Phascolarctobacterium	AZIN2
Streptococcus	AZIN2
Methanosphaera	SGPL1
Selenomonas	LRRK2
Peptostreptococcus	BLK
Bacteroides	ASRGL1
Anaerococcus	AKR1B1
Desulfovibrio	SDS
Campylobacter	GPD1
Peptoniphilus	ITPA
Bifidobacterium	PRDX1
Coprococcus	AOX1
Coprococcus	CPS1
Megasphaera	SLC22A5
Atopobium	GPX3
Solobacterium	ITK
Acidaminococcus	THNSL1
Prevotella	SLC5A6
Shigella	DLD
Gemella	ATP1A1
Oxalobacter	HDAC11
Enterobacter	FASN
Klebsiella	UGDH
Oribacterium	EPHA4
Veillonella	FLT4
Desulfovibrio	MTHFR
Pyramidobacter	CRYZ
Holdemania	CTPS1
Holdemania	MAP3K13
Olsenella	POLR2A
Providencia	NDUFS1
Escherichia	GOT2
Coprobacillus	HIBADH
Megasphaera	PAK5
Coprobacillus	RIPK4
Veillonella	EPHB1
Solobacterium	ATP4A
Alistipes	SLC22A8
Eubacterium	PNP
Shigella	HSPA8
Leuconostoc	LIMK2
Eggerthella	LIMK1
Butyrivibrio	GPD1
Coprococcus	EPHB4
Slackia	SCLY
Ruminococcus	MAPK10
Enterococcus	ASRGL1
Oxalobacter	NDUFS2
Gemella	EPHA6
Dorea	SLC1A2
Bacteroides	RRM1
Lactococcus	ABCB5
Collinsella	AKR1C3
Fusobacterium	DARS2
Anaerotruncus	MAPK11
Slackia	NIM1K
Oxalobacter	DHODH
Desulfovibrio	SLC10A1
Butyrivibrio	MAP2K1
Escherichia	ENO1
Klebsiella	CSAD
Streptococcus	ACSL4
Weissella	ABCB5
Faecalibacterium	PDPK1
Holdemania	NEK5
Dorea	TBK1
Akkermansia	GSR
Prevotella	GPX6
Oxalobacter	DLAT
Holdemania	MTHFD1
Actinomyces	BMP2K
Lactobacillus	GAA
Succinatimonas	PYGL
Succinatimonas	DPYD
Blautia	HSD11B1
Subdoligranulum	PHGDH
Bifidobacterium	SI
Phascolarctobacterium	STK39
Streptococcus	STK39
Phascolarctobacterium	FER
Streptococcus	FER
Acidaminococcus	ADSSL1
Citrobacter	IMPDH2
Eggerthella	PAK5
Treponema	PDPK1
Gemella	PRKCB
Gemella	STK24
Pseudoflavonifractor	DPEP1
Helicobacter	FASN
Phascolarctobacterium	JAK3
Streptococcus	JAK3
Succinatimonas	PKM
Haemophilus	SLC5A2
Ruminococcus	SLC1A7
Clostridium	ATP1A1
Anaerotruncus	PYGB
Dorea	HSP90B1
Dorea	SLC6A3
Solobacterium	TLK1
Turicibacter	NFS1
Alistipes	GLS2
Fusobacterium	RDH8
Bacteroides	SLC6A5
Paraprevotella	CFTR
Oribacterium	DARS
Proteus	AKR1C4
Parabacteroides	AKR1C1
Alistipes	TPI1
Gemella	JAK1
Aeromonas	ATP2C1
Enterococcus	RRM1
Acidaminococcus	IARS2
Coprococcus	ACSS2
Treponema	GLUD2
Dorea	PKMYT1
Dorea	NEK11
Atopobium	IKBKB
Sutterella	PHYKPL
Anaerostipes	PRKD2
Akkermansia	SGK3
Helicobacter	METAP1
Coprococcus	MAP3K12
Desulfovibrio	HIBADH
Lactobacillus	CIT
Peptoniphilus	ALDH1A3
Clostridium	EPHA6
Coprococcus	SDSL
Escherichia	ECHS1
Providencia	HPGD
Lactococcus	SBK1
Oribacterium	TOP2A
Oribacterium	HSP90AB1
Akkermansia	IMPDH1
Aggregatibacter	SDHB
Blautia	MARK4
Lactococcus	IARS
Leuconostoc	PLK1
Citrobacter	KCNC4
Holdemania	SPTLC2
Acidaminococcus	RPS6KA6
Butyrivibrio	MAP3K10
Slackia	FES
Slackia	MAPK1
Collinsella	HIBADH
Turicibacter	TYK2
Dialister	CDC42BPG
Holdemania	HSD17B1
Peptoniphilus	ROCK2
Enterococcus	IDH3G
Coprococcus	GATB
Clostridium	PRKCB
Clostridium	STK24
Veillonella	HSD17B2
Peptostreptococcus	FARS2
Providencia	ALDH4A1
Dorea	PCCB
Selenomonas	MAP3K3
Enterobacter	TOP2B
Succinatimonas	NNT
Lactococcus	RDH13
Megasphaera	MAPK11
Lactococcus	ERBB2
Eubacterium	ABCA1
Faecalibacterium	PIM1
Mitsuokella	NFS1
Veillonella	MAP3K15
Clostridium	JAK1
Victivallis	PAK4
Methanobrevibacter	NARS
Pseudoflavonifractor	PTK2
Victivallis	SPTLC3
Turicibacter	IDH3B
Microbacterium	SARS
Klebsiella	KYAT3
Prevotella	SLC5A8
Porphyromonas	PFAS
Blautia	LIMK2
Actinomyces	MAPK11
Anaerofustis	AGXT
Megasphaera	PYGB
Bifidobacterium	CDC42BPG
Peptoniphilus	MAPK14
Roseburia	CDKL1
Peptoniphilus	HARS
Anaerofustis	CPS1
Solobacterium	SARS
Roseburia	CFTR
Dialister	FARSB
Turicibacter	MGAM
Anaerostipes	SLC23A1
Butyrivibrio	DAPK2
Actinomyces	PYGB
Turicibacter	MYLK3
Faecalibacterium	RDH8
Veillonella	MAP4K3
Parabacteroides	STK38L
Anaerococcus	ABCB1
Phascolarctobacterium	BTK
Atopobium	PAK3
Streptococcus	BTK
Helicobacter	TOP2B
Capnocytophaga	PC
Roseburia	STK33
Mitsuokella	TYK2
Pseudoflavonifractor	MAP4K1
Comamonas	IDH3G
Citrobacter	AKR1C3
Comamonas	NDUFS8
Treponema	PAK1
Eggerthella	CIT
Dialister	MTHFD2
Pseudoflavonifractor	HSP90AA1
Bilophila	HPGD
Blautia	NADSYN1
Bilophila	NME1
Streptococcus	AURKC
Selenomonas	NME1
Acidaminococcus	FPGS
Bacteroides	RPS6KA3
Lactobacillus	MCCC1
Bifidobacterium	FARSB
Peptostreptococcus	SDS
Collinsella	RRM1
Mitsuokella	IDH3B
Bilophila	ALDH4A1
Ruminococcus	SHMT2
Selenomonas	ALDH4A1
Aggregatibacter	GART
Coprococcus	MAST1
Odoribacter	TUFM
Anaerococcus	GPD1
Dorea	GAPDHS
Prevotella	STK10
Eggerthella	NQO1
Succinatimonas	SPTLC3
Gemella	ABCC1
Leuconostoc	NEK1
Methanosphaera	NARS
Coprococcus	NARS2
Bifidobacterium	MTHFD2
Akkermansia	TEK
Lactococcus	LDHAL6B
Dorea	CASK
Lactobacillus	ASS1
Gemella	EIF2AK2
Blautia	PLK1
Bifidobacterium	FARSA
Dialister	SLK
Peptostreptococcus	ABL1
Mitsuokella	MYLK3
Sutterella	SLC6A8
Roseburia	CTPS1
Roseburia	MAP3K13
Ruminococcus	DAPK1
Aggregatibacter	HSD17B8
Anaerofustis	MAP3K12
Pseudoflavonifractor	THNSL1
Rahnella	HSD17B8
Bacteroides	MAP3K11
Clostridium	ADA
Fusobacterium	SLC23A1
Collinsella	IDH3G
Holdemania	MAP3K19
Blautia	MMAB
Solobacterium	TSSK1B
Coprobacillus	ABCB5
Anaerofustis	SDSL
Klebsiella	PAPSS1
Proteus	GGT1
Roseburia	HPGD
Ruminococcus	MTR
Turicibacter	LIMK2
Turicibacter	SIK2
Atopobium	CDK4
Anaerotruncus	AADAT
Faecalibacterium	SLC5A5
Blautia	FKBP1A
Butyrivibrio	INSR
Aeromonas	ALDH1A1
Succinatimonas	CBS
Bifidobacterium	SLK
Selenomonas	NUAK2
Faecalibacterium	PRKD2
Peptoniphilus	HAL
Anaerofustis	GATB
Roseburia	NEK5
Oribacterium	AURKB
Succinatimonas	SHMT2
Comamonas	IDH3A
Treponema	SLC5A5
Roseburia	MTHFD1
Bacteroides	RIDA
Dorea	SDHA
Clostridium	ABCC1
Dorea	MAPK3
Blautia	HAGH
Ruminococcus	ATP6V1A
Providencia	HSPA5
Eubacterium	XDH
Megasphaera	ASS1
Escherichia	MAP3K2
Clostridium	EIF2AK2
Coprococcus	MAP4K5
Enterococcus	MAP3K11
Coprococcus	DHODH
Eubacterium	NUAK1
Dialister	ERBB4
Eggerthella	MCCC1
Pseudoflavonifractor	PDHB
Faecalibacterium	ABCG2
Pseudoflavonifractor	ADSSL1
Akkermansia	ITK
Anaerococcus	MAP3K10
Holdemania	ATP1A3
Coprococcus	AKR1D1
Escherichia	PYGL
Escherichia	DPYD
Alistipes	AKR1C4
Capnocytophaga	SPTLC1
Anaerostipes	ULK2
Eggerthella	KCNQ5
Actinomyces	IKBKB
Proteus	ABCB11
Treponema	ABCG2
Aeromonas	NOS1
Coprobacillus	SBK1
Escherichia	PKM
Ruminococcus	SI
Bifidobacterium	SGPL1
Pyramidobacter	GSR
Dorea	MARK3
Solobacterium	PRKCZ
Akkermansia	ATP4A
Enterococcus	RIDA
Desulfovibrio	ABCB5
Pseudoflavonifractor	IARS2
Eggerthella	ASS1
Helicobacter	IARS
Granulicatella	GPX7
Prevotella	NDUFS3
Alistipes	ACSS2
Mitsuokella	SIK2
Coprococcus	EPHB2
Dorea	SNRK
Bifidobacterium	ERBB4
Coprococcus	CHUK
Finegoldia	ABCC2
Lactobacillus	H6PD
Oribacterium	UCK2
Roseburia	HSD17B1
Collinsella	IDH3A
Streptococcus	GMPS
Succinatimonas	ATP6V1A
Blautia	NEK1
Weissella	PAK2
Pseudoflavonifractor	RPS6KA6
Veillonella	BLK
Providencia	ACADSB
Helicobacter	SLC6A2
Oxalobacter	CFTR
Dialister	MATK
Anaerococcus	DAPK2
Gemella	OXSR1
Eubacterium	IMPDH2
Oxalobacter	NDUFS1
Ruminococcus	CLK4
Anaerostipes	PHKG1
Akkermansia	TLK1
Enterobacter	COQ8A
Turicibacter	PRKCE
Leuconostoc	TNNI3K
Gemella	STK36
Anaerotruncus	MAPK9
Oribacterium	NFS1
Victivallis	NFS1
Pyramidobacter	IMPDH1
Actinomyces	AADAT
Faecalibacterium	MAP2K3
Anaerofustis	MAST1
Enterobacter	ALDH6A1
Gemella	MT-ND5
Solobacterium	TPI1
Abiotrophia	SI
Escherichia	NNT
Roseburia	IMPA2
Bilophila	HSPA5
Granulicatella	MYLK2
Acidaminococcus	MAT1A
Bacteroides	TXK
Enterobacter	GPX1
Anaerofustis	NARS2
Slackia	STK38L
Proteus	NDUFV1
Atopobium	MKNK2
Treponema	MAP2K3
Weissella	DLD
Phascolarctobacterium	LCK
Streptococcus	LCK
Clostridium	RDH5
Enterococcus	BMX
Mitsuokella	KYAT1
Desulfovibrio	TSTA3
Citrobacter	AGXT2
Ruminococcus	LCT
Klebsiella	HSD17B4
Actinomyces	GATM
Phascolarctobacterium	PRKAA2
Streptococcus	PRKAA2
Bacteroides	HLCS
Lactobacillus	MAPK9
Selenomonas	CAMK2G
Weissella	HSPA8
Leuconostoc	PRKCD
Aggregatibacter	GOT2
Ruminococcus	CDC42BPG
Klebsiella	IMPA1
Sutterella	SLC1A7
Oribacterium	TYK2
Weissella	PLK2
Phascolarctobacterium	TAOK1
Streptococcus	TAOK1
Coprobacillus	EPRS
Veillonella	CKM
Escherichia	GPT2
Prevotella	ALAS1
Clostridium	OXSR1
Collinsella	MAP3K11
Olsenella	TUFM
Bacteroides	SLC5A1
Enterococcus	TXK
Leuconostoc	PPAT
Helicobacter	ALDH6A1
Lactococcus	PRKCQ
Clostridium	STK36
Aggregatibacter	ALAS2
Salmonella	NUAK1
Oxalobacter	CTPS1
Coprococcus	IRAK1
Clostridium	MT-ND5
Mitsuokella	PRKCE
Anaerostipes	TNK2
Prevotella	RAF1
Weissella	PRKCQ
Bacteroides	RYR3
Listeria	MAT1A
Paraprevotella	ATP1A3
Oxalobacter	HPGD
Victivallis	SLC12A2
Bilophila	ACADSB
Streptococcus	ANPEP
Anaerofustis	MAP4K5
Coprococcus	TGFBR1
Odoribacter	ABCB1
Oribacterium	IDH3B
Lactobacillus	MGMT
Anaerostipes	PHGDH
Dialister	KARS
Mitsuokella	PRKACB
Dorea	LIMK1
Porphyromonas	GLUD2
Granulicatella	HIBADH
Alistipes	GANAB
Acidaminococcus	ME2
Collinsella	RIDA
Helicobacter	SLC6A4
Holdemania	TOP2B
Anaerofustis	DLAT
Akkermansia	SARS
Lactococcus	MAP3K4
Parabacteroides	NUAK2
Anaerofustis	AKR1D1
Megasphaera	MAPK9
Streptococcus	KCNF1
Eggerthella	ULK3
Clostridium	SLC13A3
Escherichia	PAK4
Anaerostipes	FGR
Atopobium	IRAK4
Weissella	MAP3K4
Enterococcus	SLC5A1
Oribacterium	MGAM
Rahnella	TAT
Victivallis	MGAM
Pyramidobacter	FAAH
Gemella	SLC5A6
Escherichia	SPTLC3
Alistipes	NARS2
Oribacterium	MYLK3
Roseburia	MAP3K19
Paraprevotella	FASN
Escherichia	MMAA
Ruminococcus	ARG2
Dorea	PAK5
Lactococcus	PKLR
Eubacterium	AKR1C3
Haemophilus	PYGB
Escherichia	BRAF
Bifidobacterium	KARS
Actinomyces	CDK4
Ruminococcus	FARSA
Desulfovibrio	EPRS
Anaerofustis	CHUK
Weissella	PKLR
Subdoligranulum	HSD17B10
Anaerostipes	SIK3
Enterococcus	PAICS
Pseudoflavonifractor	CSK
Eggerthella	MAP3K6
Actinomyces	SERPINE1
Megasphaera	MGMT
Granulicatella	ASRGL1
Roseburia	ACADSB
Anaerococcus	PRKD1
Anaerostipes	CAMKK2
Victivallis	MARK4
Anaerotruncus	ABCC8
Odoribacter	HSP90B1
Veillonella	OAT
Escherichia	CBS
Escherichia	PLK3
Collinsella	BMX
Escherichia	SHMT2
Collinsella	ABL2
Clostridium	SLC5A6
Roseburia	ATP1A3
Blautia	PRKCD
Alistipes	NDUFS2
Oxalobacter	HSD17B1
Peptostreptococcus	ABCB5
Parabacteroides	ACSS1
Alistipes	DHODH
Veillonella	GPX7
Bacteroides	MARK1
Providencia	GCSH
Eggerthella	MGMT
Acidaminococcus	PIM1
Akkermansia	TSSK1B
Blautia	SLC6A9
Oribacterium	STK26
Butyrivibrio	GARS
Bilophila	KYAT3
Weissella	WARS2
Bifidobacterium	SLC7A1
Succinatimonas	FARSA
Selenomonas	KYAT3
Anaerotruncus	EHHADH
Leuconostoc	MAP3K9
Peptoniphilus	FASN
Granulicatella	RRM1
Blautia	PPAT
Weissella	GPX2
Desulfovibrio	SOD1
Anaerostipes	CDK17
Acidaminococcus	DARS2
Bacteroides	SORD
Bacteroides	RDH11
Slackia	NEK4
Coprobacillus	PAK2
Victivallis	LIMK2
Anaerostipes	NEK2
Treponema	MAT2A
Lactobacillus	PDHA2
Oribacterium	SIK2
Selenomonas	STK38
Phascolarctobacterium	SGK3
Streptococcus	SGK3
Slackia	GAPDH
Klebsiella	ACSL4
Oxalobacter	IMPA2
Roseburia	FASN
Methanobrevibacter	ARG1
Clostridium	GPX6
Oribacterium	MAP4K4
Peptostreptococcus	MTAP
Odoribacter	PCCB
Peptoniphilus	METAP1
Phascolarctobacterium	IMPDH1
Streptococcus	IMPDH1
Butyrivibrio	INSRR
Lactobacillus	ABAT
Anaerotruncus	IRAK4
Fusobacterium	MCCC2
Butyrivibrio	MAPK11
Enterococcus	MARK1
Peptoniphilus	STK32A
Providencia	OTC
Eggerthella	FDPS
Pyramidobacter	ATP4A
Acidaminococcus	RDH8
Veillonella	MYLK2
Coprobacillus	DLD
Escherichia	ATP6V1A
Haemophilus	PDIA3
Peptostreptococcus	SBK1
Coprococcus	CDKL1
Parabacteroides	UGDH
Victivallis	GUCY1A1
Streptococcus	MAT1A
Enterococcus	SORD
Citrobacter	RIDA
Dialister	AKR1B10
Coprococcus	CFTR
Akkermansia	PTK2B
Megasphaera	ABCC8
Victivallis	NADSYN1
Mitsuokella	SLC1A2
Sutterella	PRDX1
Anaerostipes	PIM3
Butyrivibrio	PYGB
Blautia	DCLK3
Gemella	SLC5A8
Coprobacillus	HSPA8
Veillonella	SLC10A1
Clostridium	PRPF4B
Dorea	CIT
Akkermansia	PRKCZ
Actinomyces	MUSK
Anaerotruncus	EPHA1
Gemella	HINT1
Turicibacter	EARS2
Peptoniphilus	ICK
Coprococcus	STK33
Bacteroides	GCAT
Pseudoflavonifractor	MAT1A
Anaerostipes	LDHB
Peptostreptococcus	RDH13
Actinomyces	ABCC8
Coprobacillus	PLK2
Dialister	LDHC
Oribacterium	KYAT1
Bacteroides	SERPINB2
Oxalobacter	HSPA5
Proteus	NDUFS1
Lactobacillus	MAPK15
Solobacterium	MAP3K12
Peptoniphilus	STK17A
Faecalibacterium	PHGDH
Megasphaera	ABAT
Bilophila	GCSH
Bifidobacterium	AKR1B10
Escherichia	TTK
Turicibacter	RETSAT
Coprobacillus	PRKCQ
Enterobacter	CA3
Lactobacillus	EPHA1
Methanobrevibacter	FARS2
Odoribacter	SLC5A2
Turicibacter	STK17B
Faecalibacterium	FGR
Collinsella	PAK2
Olsenella	ABCB1
Blautia	QPRT
Providencia	ACSL1
Turicibacter	ATP1A2
Lactococcus	PFAS
Dialister	HSD17B2
Solobacterium	GATB
Weissella	SRMS
Leuconostoc	PSAT1
Akkermansia	GLS2
Desulfovibrio	DLD
Enterococcus	GCAT
Bifidobacterium	LDHC
Slackia	NUAK2
Dialister	PNP
Peptoniphilus	TOP2B
Victivallis	PRKCE
Phascolarctobacterium	HDAC4
Clostridium	SLC5A8
Odoribacter	GAPDHS
Coprobacillus	MAP3K4
Akkermansia	TPI1
Phascolarctobacterium	ME2
Streptococcus	ME2
Streptococcus	FAAH
Subdoligranulum	ROCK2
Clostridium	HINT1
Eggerthella	ABAT
Holdemania	EPHA2
Blautia	MAP3K9
Treponema	EIF2AK4
Lactococcus	CDK15
Bilophila	OTC
Oribacterium	PRKCA
Anaerostipes	NTRK1
Coprococcus	CTPS1
Coprococcus	MAP3K13
Gemella	STK10
Eggerthella	LDHA
Parabacteroides	ROCK1
Desulfovibrio	HSPA8
Subdoligranulum	PC
Campylobacter	PDIA3
Faecalibacterium	SIK3
Mitsuokella	EARS2
Oribacterium	PRKACB
Methanobrevibacter	OAT
Acidaminococcus	PRKD2
Megasphaera	MAPK15
Lactobacillus	PAK6
Actinomyces	IRAK4
Succinatimonas	CHD1
Coprococcus	HPGD
Eubacterium	SLC6A5
Slackia	NDUFS7
Bifidobacterium	HSD17B2
Coprobacillus	PKLR
Enterobacter	PDHB
Aggregatibacter	PKM
Phascolarctobacterium	TEK
Streptococcus	TEK
Providencia	HSD17B4
Holdemania	PRKAA1
Fusobacterium	LDHB
Prevotella	TUFM
Lactobacillus	ZAP70
Prevotella	EPHA3
Escherichia	NOS2
Mitsuokella	STK17B
Enterococcus	ROS1
Coprococcus	NEK5
Dialister	MAP4K3
Subdoligranulum	HARS
Turicibacter	DCLK3
Selenomonas	ABCC9
Collinsella	MARK1
Atopobium	STK4
Coprococcus	MTHFD1
Oxalobacter	ATP1A3
Enterococcus	MYO3A
Dorea	MCCC1
Mitsuokella	ATP1A2
Enterobacter	IARS2
Eggerthella	MAPK15
Bacteroides	HSD17B8
Pyramidobacter	SARS
Escherichia	HSD17B6
Atopobium	PRKCG
Odoribacter	SDHA
Methanobrevibacter	SDS
Lactobacillus	CDKL2
Proteus	ALDH4A1
Parabacteroides	MYLK
Roseburia	OTC
Slackia	ACSS1
Clostridium	STK10
Citrobacter	SLC5A1
Butyrivibrio	IKBKB
Megasphaera	PAK6
Faecalibacterium	NEK2
Clostridium	ACY1
Succinatimonas	FKBP1A
Parabacteroides	STK38
Bilophila	ACSL1
Anaerofustis	CDKL1
Actinomyces	GSK3B
Bifidobacterium	MAP4K3
Anaerostipes	TLK2
Solobacterium	MAST1
Enterobacter	KCNC2
Anaerofustis	CFTR
Coprobacillus	GPX2
Leuconostoc	TAOK3
Granulicatella	MAP3K11
Gemella	POLR2A
Anaerostipes	PCCA
Aggregatibacter	NNT
Acidaminococcus	SLC23A1
Solobacterium	NARS2
Actinomyces	FGFR3
Enterococcus	HSD17B8
Desulfovibrio	PKLR
Ruminococcus	NEK1
Gemella	FECH
Methanosphaera	OAT
Dialister	ABCA1
Anaerococcus	MAPK11
Campylobacter	AADAT
Phascolarctobacterium	ITK
Streptococcus	ITK
Anaerofustis	STK33
Blautia	EEF1A1
Desulfovibrio	HDAC6
Eggerthella	PAK6
Coprococcus	HSD17B1
Treponema	SIRT5
Blautia	PSAT1
Lactococcus	PHYKPL
Escherichia	HSD11B1
Escherichia	PCYT1B
Leuconostoc	RPS6KA1
Pseudoflavonifractor	PIM1
Peptoniphilus	MTAP
Weissella	PHYKPL
Faecalibacterium	PIM3
Porphyromonas	SLC15A1
Holdemania	DPEP1
Granulicatella	RIDA
Phascolarctobacterium	ATP4A
Streptococcus	ATP4A
Bilophila	HSD17B4
Mitsuokella	CASK
Pseudoflavonifractor	DARS2
Acinetobacter	BRAF
Selenomonas	HSD17B4
Aeromonas	MT-ND5
Anaerococcus	PYGB
Roseburia	CLK1
Veillonella	IDH3G
Eggerthella	ZAP70
Capnocytophaga	ABCB5
Klebsiella	PDXK
Butyrivibrio	AADAT
Lactobacillus	FRK
Aggregatibacter	GPT2
Bifidobacterium	ABCA1
Anaerotruncus	SLC1A5
Blautia	STK16
Roseburia	ACSL1
Coprococcus	IMPA2
Peptoniphilus	IARS
Selenomonas	DYRK1B
Bacteroides	G6PD
Clostridium	POLR2A
Eubacterium	RPS6KA3
Anaerostipes	CTSK
Sutterella	SLC7A8
Treponema	EPHB3
Desulfovibrio	WARS2
Eggerthella	CDKL2
Acinetobacter	PLK3
Solobacterium	MAP4K5
Pseudoflavonifractor	RDH8
Solobacterium	DHODH
Akkermansia	AGXT
Mitsuokella	DCLK2
Sutterella	MTHFD2
Comamonas	HSD17B8
Escherichia	MARK4
Peptoniphilus	RDH13
Anaerofustis	CTPS1
Anaerofustis	MAP3K13
Akkermansia	CPS1
Sutterella	FARSA
Selenomonas	PLK4
Phascolarctobacterium	TLK1
Streptococcus	TLK1
Eubacterium	TIE1
Parabacteroides	PAPSS1
Oribacterium	SLC1A2
Lactobacillus	SLC1A5
Peptoniphilus	SLC6A2
Enterobacter	FPGS
Fusobacterium	PCCA
Alistipes	CFTR
Methanobrevibacter	CTSL
Turicibacter	PYCR1
Collinsella	MYO3A
Turicibacter	DCLK1
Aggregatibacter	SPTLC3
Granulicatella	BMX
Enterococcus	G6PD
Megasphaera	FRK
Granulicatella	ABL2
Bilophila	SLC6A1
Klebsiella	DDAH2
Klebsiella	GMPS
Coprobacillus	SRMS
Eubacterium	MAP3K11
Bacteroides	RDH14
Anaerofustis	NEK5
Anaerotruncus	SCLY
Selenomonas	PRKACA
Holdemania	PTK2
Providencia	ACSL4
Peptostreptococcus	DLD
Citrobacter	SORD
Prevotella	NEK3
Gemella	AURKB
Anaerofustis	MTHFD1
Anaerotruncus	NIM1K
Enterococcus	PDHA1
Salmonella	SIK1
Weissella	CBR1
Blautia	TAOK3
Mitsuokella	MARK3
Dorea	ULK3
Turicibacter	EEF1A1
Slackia	ROCK1
Anaerostipes	HSD17B3
Anaerostipes	HSD17B10
Veillonella	IDH3A
Fusobacterium	CLCN1
Ruminococcus	AKR1B10
Gemella	RAF1
Megasphaera	SLC1A5
Prevotella	DAPK3
Parabacteroides	ABCC9
Lactobacillus	SCLY
Eggerthella	FRK
Eubacterium	RIDA
Roseburia	EPHA2
Atopobium	ABCB11
Acidaminococcus	ULK2
Bulleidia	ABCC2
Helicobacter	CYP17A1
