genera	gene_id
Eggerthella	PPAT
Acidaminococcus	GLUD1
Anaerococcus	SLC1A6
Granulicatella	TLK2
Eggerthella	DDAH1
Odoribacter	GPT2
Turicibacter	MINK1
Solobacterium	PAK5
Bacteroides	CS
Escherichia	PKLR
Clostridium	RIDA
Granulicatella	PCCA
Megasphaera	DCLK3
Anaerococcus	NFS1
Veillonella	CDK17
Butyrivibrio	SIK2
Turicibacter	SLC1A7
Collinsella	MAPK14
Collinsella	HARS
Lactococcus	TYRO3
Veillonella	NEK2
Gemella	BMX
Finegoldia	ABCB5
Bacteroides	FARS2
Helicobacter	NME1
Faecalibacterium	LCK
Weissella	MAP3K19
Butyrivibrio	MAP4K4
Lactobacillus	MAP3K9
Bifidobacterium	RDH8
Coprobacillus	NEK5
Klebsiella	HINT1
Pseudoflavonifractor	SLC3A1
Faecalibacterium	PRKAA2
Coprobacillus	MTHFD1
Proteus	VARS
Treponema	LCK
Sutterella	HDAC2
Bilophila	ABCC1
Eubacterium	NTRK1
Selenomonas	ABCC1
Akkermansia	GAPDHS
Holdemania	PYGM
Aggregatibacter	RDH13
Acidaminococcus	LDHAL6A
Fusobacterium	MPG
Roseburia	FES
Selenomonas	EIF2AK2
Peptoniphilus	GGT1
Roseburia	MAPK1
Campylobacter	KYAT1
Sutterella	THNSL1
Atopobium	LIMK1
Mitsuokella	MAPK10
Actinomyces	CASK
Coprococcus	ABCC8
Providencia	RDH5
Gemella	TXK
Fusobacterium	GSR
Aeromonas	MTRR
Odoribacter	SPTLC3
Anaerococcus	TYK2
Bacteroides	NT5E
Megasphaera	QPRT
Anaerotruncus	PYCR1
Anaerofustis	MAPK9
Citrobacter	RDH12
Streptococcus	TUFM
Dorea	NADSYN1
Treponema	TAOK1
Anaerotruncus	DCLK1
Desulfovibrio	CTPS1
Acidaminococcus	HSD11B2
Veillonella	GATB
Weissella	ATP1A3
Butyrivibrio	KYAT1
Clostridium	BMX
Granulicatella	CHUK
Mitsuokella	SLC1A7
Pseudoflavonifractor	ABCC9
Prevotella	ULK1
Veillonella	LDHB
Coprococcus	ABAT
Dialister	PRKD2
Coprococcus	NSDHL
Actinomyces	DCLK2
Slackia	SHMT1
Coprococcus	EHHADH
Holdemania	STK38L
Ruminococcus	SLC1A1
Anaerococcus	IDH3B
Gemella	SLC5A1
Methanobrevibacter	ACSL3
Anaerotruncus	EEF1A1
Dorea	PLK1
Blautia	PRDX1
Akkermansia	SDHA
Peptoniphilus	ABCB11
Enterococcus	NT5E
Klebsiella	ACY1
Desulfovibrio	MTHFD1
Akkermansia	MAPK3
Oribacterium	CAMK1
Olsenella	PKM
Bacteroides	SDS
Leuconostoc	MAT2A
Clostridium	TXK
Weissella	FASN
Eubacterium	TLK2
Bifidobacterium	SLC5A5
Solobacterium	MAPK11
Anaerococcus	MYLK3
Acidaminococcus	GPD1
Eubacterium	ERN1
Comamonas	CS
Eggerthella	MAP3K9
Butyrivibrio	PRKCE
Roseburia	HIPK3
Prevotella	ALAS2
Eubacterium	PCCA
Prevotella	ENO1
Bacteroides	MTHFR
Bifidobacterium	PRKD2
Methanobrevibacter	CPS1
Sutterella	IARS2
Providencia	SLC13A3
Proteus	SLC1A3
Roseburia	MST1R
Providencia	HPRT1
Gemella	PAICS
Pyramidobacter	SLC1A2
Lactobacillus	EEF1A1
Clostridium	HLCS
Paraprevotella	AKR1C1
Anaerotruncus	SLC47A1
Acidaminococcus	MAP2K1
Lactobacillus	PSAT1
Pseudoflavonifractor	AKR1B1
Bacteroides	ABL1
Butyrivibrio	PRKACB
Solobacterium	CIT
Enterobacter	KCNC3
Granulicatella	HSD17B3
Actinomyces	MARK3
Granulicatella	HSD17B10
Solobacterium	PYGB
Oribacterium	SLC6A8
Victivallis	SLC6A8
Actinomyces	PGD
Bilophila	RDH5
Peptoniphilus	CSNK2A2
Providencia	PNPO
Bifidobacterium	ABCG2
Akkermansia	PRKD1
Megasphaera	PYCR1
Coprococcus	EPHA1
Capnocytophaga	NDUFS2
Akkermansia	SNRK
Dorea	HAGH
Ruminococcus	PDPK1
Clostridium	SLC5A1
Prevotella	TAT
Oxalobacter	SCLY
Pyramidobacter	SLC6A3
Lactobacillus	STK16
Desulfovibrio	SPTLC2
Capnocytophaga	AKR1D1
Aeromonas	IDH3G
Actinomyces	PYCR1
Haemophilus	SLC1A2
Granulicatella	CAMKK1
Veillonella	MAST1
Actinomyces	DCLK1
Enterobacter	TTR
Prevotella	ECHS1
Ruminococcus	GLUD2
Enterococcus	ABL1
Selenomonas	OXSR1
Enterobacter	UGDH
Pseudoflavonifractor	IMPA1
Porphyromonas	HSP90AA1
Proteus	ALDH1A1
Methanosphaera	ACSL3
Escherichia	PFAS
Prevotella	ALDH18A1
Megasphaera	EEF1A1
Achromobacter	ABCB1
Clostridium	PAICS
Selenomonas	STK36
Providencia	SLC5A6
Selenomonas	MT-ND5
Coprococcus	PAK6
Megasphaera	OXCT2
Peptostreptococcus	CDKL1
Turicibacter	DAPK1
Granulicatella	ITPA
Faecalibacterium	SGK3
Alistipes	MGMT
Peptostreptococcus	CFTR
Acidaminococcus	MAP3K10
Desulfovibrio	IMPA2
Subdoligranulum	TPI1
Anaerotruncus	TAOK3
Escherichia	CDK15
Bacteroides	RIPK4
Anaerostipes	PDIA3
Anaerococcus	SIK2
Anaerofustis	ABCC8
Actinomyces	EEF1A1
Turicibacter	PRDX1
Atopobium	CIT
Methanosphaera	CPS1
Anaerotruncus	CTH
Treponema	SGK3
Gemella	MARK1
Pyramidobacter	PCCB
Anaerococcus	MAP4K4
Peptostreptococcus	STK33
Bilophila	SLC13A3
Dorea	NEK1
Methanobrevibacter	SDSL
Bilophila	HPRT1
Bilophila	HDAC3
Roseburia	AKR1C1
Megasphaera	SLC47A1
Bifidobacterium	MAP2K3
Eubacterium	SYK
Leuconostoc	EIF2AK4
Faecalibacterium	GARS
Treponema	IMPDH1
Oribacterium	MAP3K2
Gemella	SORD
Eggerthella	PSAT1
Anaerotruncus	RPS6KA1
Coprobacillus	MAP3K19
Weissella	TOP2B
Phascolarctobacterium	NEK3
Streptococcus	NEK3
Blautia	MAT2A
Helicobacter	UGDH
Anaerostipes	IKBKB
Lactobacillus	TAOK3
Collinsella	NT5E
Fusobacterium	GPX3
Succinatimonas	GLUD2
Lactococcus	PRKG2
Anaerofustis	ABAT
Pseudoflavonifractor	GLUD1
Methanobrevibacter	GATB
Holdemania	YES1
Anaerofustis	EHHADH
Sutterella	FPGS
Alistipes	FDPS
Oribacterium	PYGL
Treponema	MAT1A
Veillonella	MAP4K5
Leuconostoc	SLK
Porphyromonas	DPP4
Anaerotruncus	EPHA5
Atopobium	CAMK1G
Phascolarctobacterium	DAPK3
Streptococcus	DAPK3
Peptoniphilus	HCK
Salmonella	TLK2
Faecalibacterium	INSRR
Citrobacter	SPTLC1
Acidaminococcus	DAPK2
Veillonella	AKR1D1
Mitsuokella	DAPK1
Salmonella	ERN1
Lactobacillus	RPS6KA1
Campylobacter	SLC1A2
Turicibacter	SI
Aeromonas	IDH3A
Acidaminococcus	CRYZ
Lactobacillus	GPT
Roseburia	PYGM
Mitsuokella	MTR
Bacteroides	SERPINF2
Anaerofustis	IRAK4
Clostridium	MARK1
Actinomyces	LIMK1
Aggregatibacter	NQO2
Acidaminococcus	SLC5A2
Peptostreptococcus	MAP3K13
Eubacterium	CAMKK1
Prevotella	EIF2AK1
Lactococcus	OTC
Granulicatella	CARS2
Coprobacillus	ATP1A3
Bilophila	SLC5A6
Oribacterium	MAPK10
Victivallis	MAPK10
Clostridium	SORD
Atopobium	MYLK4
Fusobacterium	PDIA3
Haemophilus	ATP1A2
Porphyromonas	ADSSL1
Peptostreptococcus	HPGD
Megasphaera	TAOK3
Campylobacter	SLC6A3
Phascolarctobacterium	ABCB1
Streptococcus	ABCB1
Klebsiella	ALAS1
Megasphaera	CTH
Mitsuokella	ATP6V1A
Blautia	FARSB
Bacteroides	RTCB
Bacteroides	ICK
Dialister	ULK2
Akkermansia	PAK5
Pyramidobacter	GAPDHS
Peptostreptococcus	NEK5
Victivallis	MINK1
Anaerococcus	PRKCE
Escherichia	PHYKPL
Enterococcus	STK32A
Pseudoflavonifractor	NDUFV2
Lactococcus	CAMK1D
Pseudoflavonifractor	HSD11B2
Peptostreptococcus	MTHFD1
Oribacterium	SLC1A7
Granulicatella	ROCK2
Roseburia	STK38L
Victivallis	SLC1A7
Megasphaera	RPS6KA1
Providencia	MKNK1
Coprobacillus	FASN
Actinomyces	CTH
Treponema	FAAH
Megasphaera	GPT
Blautia	MTHFD2
Methanosphaera	GATB
Parabacteroides	MAP2K2
Anaerostipes	PAK3
Eggerthella	TAOK3
Alistipes	ABAT
Leuconostoc	SIRT5
Weissella	TXNRD1
Prevotella	STK3
Methanosphaera	LDHB
Providencia	SLC5A8
Veillonella	HDAC10
Faecalibacterium	TEK
Lactococcus	CLK1
Campylobacter	EARS2
Proteus	ATP1A1
Gemella	ROS1
Bifidobacterium	ULK2
Coprococcus	SLC1A5
Coprobacillus	METAP1
Enterococcus	ICK
Slackia	JAK2
Veillonella	HSD17B3
Veillonella	HSD17B10
Lactococcus	ACSL1
Blautia	CDK2
Desulfovibrio	ATP1A3
Granulicatella	MAPK14
Eggerthella	RPS6KA1
Granulicatella	HARS
Clostridium	SERPINB2
Actinomyces	EPHA5
Pseudoflavonifractor	GPD1
Turicibacter	CDC42BPG
Porphyromonas	GMPS
Odoribacter	IDH3B
Enterococcus	STK17A
Dorea	TNNI3K
Eggerthella	GPT
Eubacterium	RDH12
Leuconostoc	MATK
Gemella	GART
Anaerotruncus	CAMK1G
Delftia	ABCC9
Holdemania	NUAK2
Butyrivibrio	EARS2
Ruminococcus	SLC5A5
Helicobacter	KYAT3
Blautia	SLK
Prevotella	SERPIND1
Pseudoflavonifractor	MAP2K1
Aeromonas	RIDA
Odoribacter	HSD11B1
Peptostreptococcus	HSD17B1
Ruminococcus	FGFR1
Fusobacterium	AADAT
Campylobacter	ATP1A2
Streptococcus	PKMYT1
Phascolarctobacterium	NEK11
Streptococcus	NEK11
Blautia	SRR
Roseburia	KCNQ4
Prevotella	PKM
Desulfovibrio	FASN
Anaerotruncus	IGF1R
Akkermansia	GAA
Prevotella	MT-ND4
Gemella	HSD17B8
Dorea	PRKCD
Bilophila	PDXP
Butyrivibrio	STK17B
Aggregatibacter	PKLR
Clostridium	ROS1
Ruminococcus	ABCG2
Coprococcus	SCLY
Holdemania	FYN
Oxalobacter	AKR1C1
Turicibacter	FARSB
Veillonella	ITPA
Faecalibacterium	ITK
Butyrivibrio	ATP1A2
Mitsuokella	LCT
Anaerostipes	CDK4
Methanobrevibacter	DHODH
Akkermansia	MAPK11
Coprococcus	NIM1K
Dorea	SLC6A9
Phascolarctobacterium	MAP3K10
Streptococcus	MAP3K10
Desulfovibrio	METAP1
Salmonella	CAMKK1
Streptococcus	PCCB
Dorea	PPAT
Brachyspira	LCT
Lactobacillus	IGF1R
Treponema	ITK
Eubacterium	ROCK2
Mitsuokella	CDC42BPG
Citrobacter	SDS
Clostridium	GART
Oribacterium	BRAF
Lactobacillus	MARK2
Faecalibacterium	ATP4A
Bilophila	HINT1
Succinatimonas	SLC5A5
Selenomonas	HINT1
Eubacterium	PC
Enterobacter	SLC3A1
Turicibacter	MTHFD2
Blautia	ERBB4
Bacteroides	ABCB5
Akkermansia	CIT
Peptoniphilus	MAP3K3
Methanobrevibacter	CLCN1
Clostridium	SLC8A1
Coprobacillus	TOP2B
Prevotella	STK35
Collinsella	METAP1
Sutterella	SLC1A1
Turicibacter	FARSA
Treponema	ATP4A
Collinsella	STK32A
Actinomyces	SERPINB9
Holdemania	ACSS1
Dialister	PHGDH
Solobacterium	MAPK9
Methanobrevibacter	CTSK
Weissella	EPHA2
Victivallis	ESD
Blautia	SIRT5
Haemophilus	PGD
Clostridium	HSD17B8
Streptococcus	AAK1
Aggregatibacter	WARS2
Oxalobacter	PYGM
Providencia	ADH1C
Dialister	FGR
Bilophila	DNPEP
Oribacterium	CBS
Klebsiella	AQP1
Succinatimonas	ABCG2
Solobacterium	P4HB
Oribacterium	SHMT2
Capnocytophaga	CFTR
Roseburia	YES1
Oxalobacter	HPRT1
Bacteroides	MTAP
Roseburia	MKNK1
Faecalibacterium	TLK1
Peptostreptococcus	HSPA5
Lactobacillus	GGPS1
Enterococcus	ABCB5
Helicobacter	PAPSS1
Leuconostoc	CSNK2A1
Actinomyces	CAMK1G
Anaerostipes	EGFR
Megasphaera	IGF1R
Turicibacter	SLK
Collinsella	ICK
Ruminococcus	MAP2K3
Weissella	PRKAA1
Butyrivibrio	CASK
Enterobacter	ABCC9
Haemophilus	PYCR1
Atopobium	ULK3
Actinomyces	ENPEP
Coprococcus	FES
Bifidobacterium	PHGDH
Coprococcus	MAPK1
Escherichia	GLUD2
Treponema	TLK1
Eubacterium	TNIK
Roseburia	NEK4
Blautia	MATK
Gemella	G6PD
Veillonella	CARS2
Streptococcus	SLC5A2
Bacteroides	SBK1
Aeromonas	HLCS
Oribacterium	DAPK1
Collinsella	STK17A
Victivallis	DAPK1
Dialister	SIK3
Dialister	MCCC2
Blautia	EPHB3
Pseudoflavonifractor	DAPK2
Veillonella	MUT
Mitsuokella	ARG2
Selenomonas	STK10
Bifidobacterium	FGR
Bacteroides	IARS
Coprococcus	GGT1
Bacteroides	TSTA3
Veillonella	ALDH1A3
Mitsuokella	FARSA
Lactobacillus	OPLAH
Desulfovibrio	TOP2B
Faecalibacterium	PAK3
Peptostreptococcus	MAP3K19
Actinomyces	MYLK4
Methanobrevibacter	HSD17B10
Enterococcus	MTAP
Streptococcus	GAPDHS
Lactobacillus	ALDH5A1
Butyrivibrio	DCLK2
Roseburia	SERPINA1
Capnocytophaga	KCND3
Bacteroides	RDH13
Atopobium	MAP3K6
Eggerthella	MARK2
Bacteroides	ERBB2
Roseburia	DNPEP
Proteus	ADA
Dorea	QPRT
Leuconostoc	SLC7A1
Leuconostoc	NARS
Leuconostoc	MAPK7
Methanobrevibacter	HMGCR
Leuconostoc	NEK9
Anaerostipes	PTK2B
Bacteroides	SLC6A2
Peptoniphilus	ALDH4A1
Anaerostipes	MKNK2
Slackia	MAP2K2
Methanosphaera	CTSK
Bifidobacterium	SIK3
Bifidobacterium	MCCC2
Oribacterium	ATP6V1A
Helicobacter	ABCC9
Coprobacillus	TXNRD1
Anaerostipes	MUSK
Peptoniphilus	SLC7A9
Prevotella	PAK4
Turicibacter	ERBB4
Gemella	RDH14
Peptostreptococcus	ACADSB
Enterococcus	IARS
Dorea	MAP3K9
Actinomyces	SLC15A2
Bifidobacterium	CAMKK2
Prevotella	SPTLC3
Bilophila	ADH1C
Dialister	CDK17
Haemophilus	SLC47A1
Dialister	NEK2
Proteus	ABCC1
Akkermansia	CKMT1B
Lactobacillus	AGXT2
Coprococcus	HIPK3
Anaerofustis	SCLY
Anaerococcus	EARS2
Peptostreptococcus	ATP1A3
Oribacterium	SI
Salmonella	ROCK2
Enterococcus	RDH13
Veillonella	MAPK14
Veillonella	HARS
Faecalibacterium	SARS
Akkermansia	ASS1
Odoribacter	MMAB
Anaerofustis	NIM1K
Butyrivibrio	MARK3
Megasphaera	ALDH5A1
Granulicatella	NT5E
Phascolarctobacterium	INSR
Streptococcus	INSR
Bilophila	POLR2A
Streptococcus	SDHA
Slackia	STK36
Selenomonas	POLR2A
Treponema	SARS
Phascolarctobacterium	MAPK3
Streptococcus	MAPK3
Enterobacter	IMPA1
Lactococcus	STK39
Slackia	MT-ND5
Gemella	ENO1
Capnocytophaga	MTHFD1
Faecalibacterium	HADH
Phascolarctobacterium	HDAC7
Lactococcus	JAK3
Escherichia	PAK1
Bulleidia	ABCB5
Anaerococcus	STK17B
Bifidobacterium	CDK17
Solobacterium	ABCC8
Porphyromonas	IMPDH1
Bifidobacterium	NEK2
Subdoligranulum	NARS2
Holdemania	ROCK1
Sutterella	DARS2
Actinomyces	HIPK2
Roseburia	NUAK2
Methanobrevibacter	RPL3
Prevotella	PLK3
Clostridium	RDH14
Delftia	NDUFV2
Blautia	CSNK2A1
Anaerococcus	ATP1A2
Methanosphaera	HSD17B10
Escherichia	OGDH
Butyrivibrio	PYCR1
Providencia	ALAS1
Butyrivibrio	DCLK1
Comamonas	IARS
Desulfovibrio	TXNRD1
Atopobium	FDPS
Porphyromonas	MAT1A
Methanosphaera	HMGCR
Parabacteroides	EPHA4
Gemella	TAT
Atopobium	MAP2K5
Helicobacter	HSD17B4
Dialister	LDHB
Bacteroides	LDHAL6B
Phascolarctobacterium	PRKD1
Turicibacter	ENPP1
Streptococcus	PRKD1
Porphyromonas	MME
Atopobium	VARS
Phascolarctobacterium	SNRK
Collinsella	TXNRD1
Salmonella	TNIK
Bacteroides	SLC6A4
Sutterella	RDH8
Haemophilus	CTH
Escherichia	MINK1
Roseburia	FYN
Anaerofustis	FES
Victivallis	MAT2A
Capnocytophaga	SPTLC2
Lactococcus	PTK2
Anaerofustis	MAPK1
Clostridium	ALAS2
Bifidobacterium	PIM3
Eubacterium	FARS2
Clostridium	ENO1
Mitsuokella	NDUFAB1
Roseburia	SERPINA5
Holdemania	MYLK
Pediococcus	TXNRD1
Blautia	MAPK7
Blautia	SLC7A1
Blautia	NEK9
Anaerotruncus	PPIF
Subdoligranulum	NDUFS2
Eggerthella	SLC6A5
Eggerthella	AGXT2
Dorea	PSAT1
Paraprevotella	PSPH
Coprobacillus	EPHA2
Faecalibacterium	TSSK1B
Methanobrevibacter	CARS2
Coprococcus	AKR1C1
Anaerococcus	DCLK3
Bifidobacterium	LDHB
Subdoligranulum	ABCB11
Oribacterium	CDC42BPG
Methanosphaera	ITPA
Holdemania	STK38
Victivallis	CDC42BPG
Proteus	RDH5
Bacteroides	PCSK9
Enterococcus	LDHAL6B
Fusobacterium	EHHADH
Enterococcus	TAOK2
Methanobrevibacter	ALDH1A3
Veillonella	HDAC1
Treponema	TSSK1B
Butyrivibrio	SLC47A1
Solobacterium	MAPK15
Collinsella	IARS
Veillonella	MTHFD1
Anaerostipes	GSK3B
Anaerotruncus	CHEK2
Clostridium	TAT
Parabacteroides	DARS
Dialister	NTRK1
Dorea	STK16
Capnocytophaga	IMPA2
Citrobacter	CA1
Lactobacillus	PPIF
Coprobacillus	ALDH6A1
Coprobacillus	PRKAA1
Blautia	FLT4
Weissella	MAP4K1
Escherichia	FGFR1
Leuconostoc	MAP3K15
Peptoniphilus	HSPA5
Anaerostipes	FGFR3
Selenomonas	AURKB
Coprobacillus	GPX1
Turicibacter	KARS
Acidaminococcus	PYGB
Bilophila	ALAS1
Clostridium	ECHS1
Blautia	EPHB1
Collinsella	ERBB2
Eggerthella	SIK1
Aggregatibacter	PHYKPL
Parabacteroides	HSP90AB1
Anaerotruncus	ATP2C1
Atopobium	LDHA
Butyrivibrio	LIMK1
Lactobacillus	CHEK2
Coprococcus	PYGM
Anaerococcus	DCLK2
Proteus	MT-ND5
Faecalibacterium	PTK2B
Peptoniphilus	CAMK2G
Succinatimonas	MAT2A
Selenomonas	RAF1
Aeromonas	GCAT
Bifidobacterium	NTRK1
Faecalibacterium	MKNK2
Prevotella	TTK
Streptococcus	CA5A
Sutterella	SLC5A5
Slackia	GPX6
Lactococcus	AURKC
Methanobrevibacter	CFTR
Faecalibacterium	PRKCZ
Anaerotruncus	MAP3K1
Leuconostoc	MAP4K3
Eubacterium	SDS
Turicibacter	TNK1
Veillonella	SPTLC2
Solobacterium	PAK6
Peptostreptococcus	PRKG2
Enterobacter	ACSL4
Lactobacillus	ATP2C1
Bilophila	PYCR2
Roseburia	UGDH
Selenomonas	PYCR2
Proteus	SLC13A3
Treponema	PRKCZ
Anaerotruncus	MAP2K6
Oribacterium	FARSA
Megasphaera	PPIF
Gemella	EIF2AK1
Ruminococcus	PHGDH
Akkermansia	MAPK9
Methanosphaera	CARS2
Eubacterium	MTHFR
Lactococcus	THNSL1
Atopobium	MAPK15
Weissella	CA3
Citrobacter	ABCB5
Butyrivibrio	CTH
Sutterella	ABCG2
Dorea	TAOK3
Dialister	TLK2
Coprococcus	STK38L
Ruminococcus	FGR
Desulfovibrio	ALDH6A1
Eubacterium	ABL1
Lactobacillus	MAP3K1
Desulfovibrio	PRKAA1
Mitsuokella	KARS
Actinomyces	PPIF
Anaerostipes	AOX1
Holdemania	SLC3A1
Megasphaera	CHEK2
Shigella	SLC1A1
Ruminococcus	EIF2AK4
Collinsella	COQ8A
Coprobacillus	DPEP1
Peptostreptococcus	OTC
Granulicatella	METAP1
Collinsella	ALDH6A1
Haemophilus	NQO1
Eggerthella	RPS6KA3
Victivallis	SLK
Dorea	RPS6KA1
Faecalibacterium	TPI1
Phascolarctobacterium	PAK5
Streptococcus	PAK5
Granulicatella	STK32A
Anaerotruncus	PECR
Dorea	GPT
Akkermansia	MGMT
Ruminococcus	SIK3
Megasphaera	ATP2C1
Anaerotruncus	GSK3A
Anaerostipes	EPHB4
Butyrivibrio	EPHA5
Citrobacter	MTAP
Bifidobacterium	TLK2
Treponema	TPI1
Anaerococcus	PYCR1
Mitsuokella	TNK1
Haemophilus	ENPEP
Collinsella	LDHAL6B
Blautia	HSD17B2
Bifidobacterium	ERN1
Anaerococcus	DCLK1
Collinsella	TAOK2
Bifidobacterium	PCCA
Clostridium	EIF2AK1
Proteus	SLC5A6
Oxalobacter	ADH1C
Selenomonas	PKN1
Alistipes	SLC22A6
Dialister	CLCN1
Actinomyces	ATP2C1
Blautia	MAP3K15
Holdemania	ABCC9
Anaerofustis	AKR1C1
Megasphaera	MAP3K1
Klebsiella	ABCB1
Granulicatella	ICK
Methanosphaera	HARS
Lactobacillus	PECR
Anaerostipes	AKR1C4
Roseburia	ROCK1
Lactococcus	IARS2
Bacteroides	PRKCQ
Slackia	HINT1
Eubacterium	RIPK4
Proteus	GAD2
Coprococcus	KCNQ4
Escherichia	SLC15A1
Weissella	IARS2
Anaerococcus	EEF1A1
Odoribacter	EARS2
Acidaminococcus	IKBKB
Anaerotruncus	SRC
Holdemania	RRM2
Victivallis	ERBB4
Actinomyces	MAP2K5
Roseburia	SLC7A3
Gemella	PYGL
Turicibacter	AKR1B10
Actinomyces	MAP2K6
Peptostreptococcus	ACSL1
Holdemania	GLDC
Mitsuokella	ACAA2
Lactococcus	RPS6KA6
Atopobium	CDKL2
Solobacterium	FRK
Blautia	MAP4K3
Bacteroides	MAP3K4
Gemella	PKM
Actinomyces	VARS
Anaerotruncus	FGFR2
Weissella	RPS6KA6
Oxalobacter	NDUFS3
Roseburia	SERPINB6
Peptoniphilus	KYAT3
Victivallis	SIRT5
Oxalobacter	ACSS1
Anaerostipes	STK4
Succinatimonas	SRR
Odoribacter	SLC6A9
Granulicatella	TOP2B
Lactococcus	GMPS
Campylobacter	NQO1
Turicibacter	LDHC
Capnocytophaga	FASN
Veillonella	MAP3K19
Peptoniphilus	STK38
Roseburia	MYLK
Megasphaera	PECR
Lactobacillus	CHEK1
Anaerostipes	PRKCG
Leuconostoc	TNIK
Pseudoflavonifractor	GARS
Bacteroides	SERPINC1
Slackia	DARS
Klebsiella	HSP90B1
Lactobacillus	FGFR2
Solobacterium	SLC1A5
Akkermansia	ABCC8
Dialister	HSD17B10
Streptococcus	MAPK11
Providencia	TUFM
Eubacterium	SERPINF2
Coprobacillus	MAP4K1
Acidaminococcus	AADAT
Clostridium	SERPIND1
Enterococcus	MAP3K4
Slackia	ACY1
Actinomyces	PECR
Ruminococcus	PIM3
Acinetobacter	PAK1
Gemella	STK35
Parabacteroides	RAF1
Actinomyces	GSK3A
Victivallis	MATK
Lactobacillus	MAPK13
Bifidobacterium	SYK
Oribacterium	PLK1
Clostridium	PYGL
Leuconostoc	BLK
Clostridium	DPYD
Alistipes	AKR1C1
Turicibacter	HSD17B2
Fusobacterium	AKR1C4
Coprococcus	YES1
Slackia	HSP90AB1
Enterobacter	CRYZ
Pseudoflavonifractor	INSRR
Mitsuokella	AKR1B10
Butyrivibrio	CAMK1G
Anaerofustis	STK38L
Clostridium	PKM
Streptococcus	PYGB
Prevotella	MARK4
Lactobacillus	SLC2A1
Gemella	NNT
Clostridium	MT-ND4
Atopobium	FRK
Lactobacillus	HADHA
Bifidobacterium	HSD17B3
Eubacterium	ICK
Acidaminococcus	PAK3
Bifidobacterium	HSD17B10
Coprococcus	NEK4
Actinomyces	LDHA
Mitsuokella	TNNI3K
Megasphaera	CHEK1
Treponema	ACSL3
Atopobium	ATP1A1
Mitsuokella	LDHC
Succinatimonas	SIRT5
Coprococcus	GAPDH
Peptostreptococcus	EPHA2
Megasphaera	FGFR2
Acinetobacter	MINK1
Dorea	IGF1R
Lactococcus	TAOK1
Anaerococcus	CTH
Actinomyces	SRC
Campylobacter	MCCC1
Proteus	SLC5A8
Butyrivibrio	MYLK4
Solobacterium	SCLY
Peptoniphilus	PRKG2
Weissella	FPGS
Porphyromonas	SARS
Faecalibacterium	AOX1
Dorea	MARK2
Proteus	HINT1
Paraprevotella	ABCC9
Alistipes	PYGM
Lactobacillus	SHMT1
Solobacterium	NIM1K
Megasphaera	MAPK13
Coprococcus	SERPINA1
Coprobacillus	THNSL1
Clostridium	STK35
Bifidobacterium	CAMKK1
Turicibacter	MAP4K3
Gemella	GPT2
Treponema	CPS1
Veillonella	FASN
Escherichia	MAT2A
Actinomyces	FGFR2
Selenomonas	STK26
Eikenella	ME2
Alistipes	HPRT1
Salmonella	RIPK4
Porphyromonas	HADH
Granulicatella	TXNRD1
Peptostreptococcus	PRKAA1
Eggerthella	CHEK1
Akkermansia	MAPK15
Holdemania	GLUD1
Campylobacter	ASS1
Ruminococcus	NTRK1
Clostridium	NNT
Faecalibacterium	EPHB4
Megasphaera	HADHA
Peptoniphilus	MAPKAPK5
Anaerococcus	EPHA5
Bilophila	TUFM
Collinsella	AURKA
Selenomonas	TUFM
Akkermansia	EPHA1
Granulicatella	MTAP
Veillonella	METAP1
Atopobium	PRKCB
Selenomonas	EPHA3
Atopobium	STK24
Roseburia	SLC3A1
Haemophilus	H6PD
Aggregatibacter	OGDH
Veillonella	STK32A
Eggerthella	MAPK13
Victivallis	KARS
Porphyromonas	SLC23A1
Actinomyces	ALDH1A1
Gemella	PAK4
Prevotella	NADSYN1
Weissella	CSK
Faecalibacterium	AKR1C4
Paraprevotella	AKR1B1
Aeromonas	ENO1
Leuconostoc	SLC7A11
Coprobacillus	PDHB
Victivallis	CSNK2A1
Granulicatella	IARS
Turicibacter	ABCA1
Holdemania	LDHAL6A
Eggerthella	HADHA
Desulfovibrio	HDAC2
Clostridium	GPT2
Oribacterium	NEK1
Peptoniphilus	CAMK1D
Solobacterium	FES
Blautia	BLK
Gemella	BRAF
Akkermansia	PAK6
Faecalibacterium	ACSS2
Desulfovibrio	THNSL1
Butyrivibrio	HIPK2
Roseburia	GPX4
Leuconostoc	FARS2
Dialister	MUT
Coprobacillus	IARS2
Granulicatella	RDH13
Granulicatella	LTK
Faecalibacterium	MAP3K12
Coprococcus	NUAK2
Klebsiella	GAPDHS
Roseburia	ABCC9
Holdemania	TGFBR2
Dialister	ALDH1A3
Treponema	ACSS2
Actinomyces	FGFR4
Faecalibacterium	SDSL
Holdemania	NDUFV2
Veillonella	STK17A
Eggerthella	SHMT1
Alicycliphilus	ACSL3
Treponema	MAP3K12
Faecalibacterium	STK4
Paraprevotella	IMPA1
Anaerostipes	ABCB11
Bacteroides	PFAS
Shigella	SMS
Ruminococcus	ERN1
Eubacterium	ABCB5
Collinsella	TEC
Ruminococcus	PCCA
Victivallis	MAPK7
Butyrivibrio	FLT3
Victivallis	NEK9
Pyramidobacter	MGMT
Prevotella	MMAB
Subdoligranulum	HPGD
Clostridium	PAK4
Gemella	CBS
Gemella	PLK3
Aeromonas	ECHS1
Coprobacillus	RPS6KA6
